;QueryName;Status;FileName;OriginalName;ScientificName;AphiaID;Rank;Kingdom;Phylum;Class;Order;Family;Genus;Species
489;Cottoidea/Zoarcidae;Not Found;Hudson_Bay_446;Sculpins/ Zoarcids;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
490;Aves;accepted;Hudson_Bay_446;Seabirds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
491;Chondrichthyes;accepted;Hudson_Bay_446;Sharks/Rays;Chondrichthyes;1517375.0;Parvphylum;Animalia;Chordata;None;None;None;None;Nan
492;Odobenus rosmarus;accepted;Hudson_Bay_446;Walrus N;Odobenus rosmarus;137077.0;Species;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus
493;Odobenus rosmarus;accepted;Hudson_Bay_446;Walrus S;Odobenus rosmarus;137077.0;Species;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus
494;Lutjanus spp.;Not Found;Jalisco_and_Colima_Coast_307;Adultos Lutjanu;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
495;Anguilliformes;accepted;Jalisco_and_Colima_Coast_307;Anguilas y more;Anguilliformes;10295.0;Order;Animalia;Chordata;Teleostei;Anguilliformes;None;None;Nan
496;Aves;accepted;Jalisco_and_Colima_Coast_307;Aves marinas;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
497;Brachyura;accepted;Jalisco_and_Colima_Coast_307;Braquiuros;Brachyura;106673.0;Infraorder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
498;Carangidae;accepted;Jalisco_and_Colima_Coast_307;Carángidos;Carangidae;125523.0;Family;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan
499;Detritus;Not Found;Jalisco_and_Colima_Coast_307;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
500;Coryphaena hippurus;accepted;Jalisco_and_Colima_Coast_307;Dorado;Coryphaena hippurus;126846.0;Species;Animalia;Chordata;Teleostei;Carangiformes;Coryphaenidae;Coryphaena;Coryphaena hippurus
501;Echinodermata;accepted;Jalisco_and_Colima_Coast_307;Equinodermos;Echinodermata;1806.0;Phylum;Animalia;Echinodermata;None;None;None;None;Nan
502;Scombridae;accepted;Jalisco_and_Colima_Coast_307;Escómbridos;Scombridae;125559.0;Family;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;None;Nan
503;Stomatopoda;accepted;Jalisco_and_Colima_Coast_307;Estomatópodos;Stomatopoda;14355.0;Order;Animalia;Arthropoda;Malacostraca;Stomatopoda;None;None;Nan
504;Phytoplankton;Not Found;Jalisco_and_Colima_Coast_307;Fitoplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
505;Gasterosteidae;accepted;Jalisco_and_Colima_Coast_307;Gasterosteidos;Gasterosteidae;125476.0;Family;Animalia;Chordata;Teleostei;Perciformes;Gasterosteidae;None;Nan
506;Gerreidae;accepted;Jalisco_and_Colima_Coast_307;Gerreidos;Gerreidae;151456.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;None;Nan
507;Haemulidae;accepted;Jalisco_and_Colima_Coast_307;Haemúlidos;Haemulidae;125538.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;None;Nan
508;Infauna;Not Found;Jalisco_and_Colima_Coast_307;Infauna;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
509;Lutjanus spp.;Not Found;Jalisco_and_Colima_Coast_307;Juveniles Lutja;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
510;Mammalia;accepted;Jalisco_and_Colima_Coast_307;Mamíferos marin;Mammalia;1837.0;Class;Animalia;Chordata;Mammalia;None;None;None;Nan
511;Mollusca;accepted;Jalisco_and_Colima_Coast_307;Moluscos;Mollusca;51.0;Phylum;Animalia;Mollusca;None;None;None;None;Nan
512;Ophidiidae;accepted;Jalisco_and_Colima_Coast_307;Ophidiidos;Ophidiidae;125505.0;Family;Animalia;Chordata;Teleostei;Ophidiiformes;Ophidiidae;None;Nan
513;Crustacea;accepted;Jalisco_and_Colima_Coast_307;Otros crustáceo;Crustacea;1066.0;Subphylum;Animalia;Arthropoda;None;None;None;None;Nan
514;Lutjanus spp.;Not Found;Jalisco_and_Colima_Coast_307;Otros lutjánido;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
515;NO_DATA;Not Found;Jalisco_and_Colima_Coast_307;Otros macroinve;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
516;Teleostei;accepted;Jalisco_and_Colima_Coast_307;Otros peces;Teleostei;293496.0;Class;Animalia;Chordata;Teleostei;None;None;None;Nan
517;Penaeidae;accepted;Jalisco_and_Colima_Coast_307;Peneidos;Penaeidae;106727.0;Family;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;None;Nan
518;Istiophoridae;accepted;Jalisco_and_Colima_Coast_307;Picudos;Istiophoridae;125539.0;Family;Animalia;Chordata;Teleostei;Carangiformes;Istiophoridae;None;Nan
519;Pleuronectidae;accepted;Jalisco_and_Colima_Coast_307;Pleuronéctidos;Pleuronectidae;125579.0;Family;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;None;Nan
520;Octopoda;accepted;Jalisco_and_Colima_Coast_307;Pulpo;Octopoda;11718.0;Order;Animalia;Mollusca;Cephalopoda;Octopoda;None;None;Nan
521;Batoidea;accepted;Jalisco_and_Colima_Coast_307;Rayas;Batoidea;368409.0;Infraclass;Animalia;Chordata;Elasmobranchii;None;None;None;Nan
522;Sardinops sagax;accepted;Jalisco_and_Colima_Coast_307;Sardinas;Sardinops sagax;217452.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardinops;Sardinops sagax
523;Sciaenidae;accepted;Jalisco_and_Colima_Coast_307;Sciánidos;Sciaenidae;125558.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;None;Nan
524;Serranidae;accepted;Jalisco_and_Colima_Coast_307;Serranidos;Serranidae;125561.0;Family;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan
525;Scomberomorus;accepted;Jalisco_and_Colima_Coast_307;Sierra;Scomberomorus;126064.0;Genus;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomberomorus;Nan
526;Synodontidae;accepted;Jalisco_and_Colima_Coast_307;Synodontidos;Synodontidae;125449.0;Family;Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;None;Nan
527;Tetraodontidae;accepted;Jalisco_and_Colima_Coast_307;Tetraodóntidos;Tetraodontidae;125612.0;Family;Animalia;Chordata;Teleostei;Tetraodontiformes;Tetraodontidae;None;Nan
528;Selachimorpha;superseded rank;Jalisco_and_Colima_Coast_307;Tiburones;Selachimorpha;1779682.0;Superorder;Animalia;Chordata;Elasmobranchii;None;None;None;Nan
529;Chelonioidea;accepted;Jalisco_and_Colima_Coast_307;Tortugas marina;Chelonioidea;987094.0;Superfamily;Animalia;Chordata;None;Testudines;None;None;Nan
530;Zooplankton;Not Found;Jalisco_and_Colima_Coast_307;Zooplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
531;NO_DATA;Not Found;Jurien_Bay_456;Bait;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
532;Choerodon rubescens;accepted;Jurien_Bay_456;Baldchin grouper;Choerodon rubescens;277278.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Choerodon;Choerodon rubescens
533;Epinephelides armatus;accepted;Jurien_Bay_456;Breaksea cod;Epinephelides armatus;280694.0;Species;Animalia;Chordata;Teleostei;Perciformes;Anthiadidae;Epinephelides;Epinephelides armatus
534;Medusozoa;accepted;Jurien_Bay_456;Carnivorous Jellyfish;Medusozoa;1740301.0;Subphylum;Animalia;Cnidaria;None;None;None;None;Nan
535;Chaetognatha;accepted;Jurien_Bay_456;Chaetognaths;Chaetognatha;2081.0;Phylum;Animalia;Chaetognatha;None;None;None;None;Nan
536;Corallinales;accepted;Jurien_Bay_456;Corraline algae;Corallinales;15308.0;Order;Plantae;Rhodophyta;Florideophyceae;Corallinales;None;None;Nan
537;Sepiida;accepted;Jurien_Bay_456;Cuttlefish;Sepiida;11713.0;Order;Animalia;Mollusca;Cephalopoda;Sepiida;None;None;Nan
538;NO_DATA;Not Found;Jurien_Bay_456;Dead Carcasses;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
539;NO_DATA;Not Found;Jurien_Bay_456;Deposit feed. invert.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
540;Algae;Not Found;Jurien_Bay_456;Detached algae other;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
541;Phaeophyceae;accepted;Jurien_Bay_456;Detached brown algae;Phaeophyceae;830.0;Class;Chromista;Ochrophyta;Phaeophyceae;None;None;None;Nan
542;NO_DATA;Not Found;Jurien_Bay_456;Detached seagrass;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
543;NO_DATA;Not Found;Jurien_Bay_456;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
544;Glaucosoma hebraicum;accepted;Jurien_Bay_456;Dhufish;Glaucosoma hebraicum;279190.0;Species;Animalia;Chordata;Teleostei;Acropomatiformes;Glaucosomatidae;Glaucosoma;Glaucosoma hebraicum
545;Delphinidae;accepted;Jurien_Bay_456;Dolphins;Delphinidae;136980.0;Family;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;None;Nan
546;Ecklonia radiata;accepted;Jurien_Bay_456;Ecklonia;Ecklonia radiata;214344.0;Species;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia;Ecklonia radiata
547;NO_DATA;Not Found;Jurien_Bay_456;Ephemeral seagrasses;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
548;NO_DATA;Not Found;Jurien_Bay_456;Infauna;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
549;Bivalvia;accepted;Jurien_Bay_456;Infaunal bivalves;Bivalvia;105.0;Class;Animalia;Mollusca;Bivalvia;None;None;None;Nan
550;NO_DATA;Not Found;Jurien_Bay_456;Inshore ass. carnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
551;Sillago schomburgkii;accepted;Jurien_Bay_456;Inshore benthopelagic carnivore;Sillago schomburgkii;273953.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sillaginidae;Sillago;Sillago schomburgkii
552;Acartia clausi;alternative representation;Jurien_Bay_456;Inshore pelagic zooplankton feed;Acartia clausi;104251.0;Species;Animalia;Arthropoda;Copepoda;Calanoida;Acartiidae;Acartia;Acartia clausi
553;NO_DATA;Not Found;Jurien_Bay_456;Inshore reef ass. herbivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
554;NO_DATA;Not Found;Jurien_Bay_456;Inshore reef ass. omnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
555;Benthos;junior subjective synonym;Jurien_Bay_456;Inshore reef ass. zoobenthos feed.;Benthosaurus;296146.0;Genus;Animalia;Chordata;Teleostei;Aulopiformes;Ipnopidae;Benthosaurus;Nan
556;NO_DATA;Not Found;Jurien_Bay_456;Inshore sand ass. omnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
557;NO_DATA;Not Found;Jurien_Bay_456;Inshore seagrass ass. omnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
558;NO_DATA;Not Found;Jurien_Bay_456;Inshore seagrass ass. zoob. feed.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
559;Charadriiformes;accepted;Jurien_Bay_456;Intertidal birds;Charadriiformes;2682.0;Order;Animalia;Chordata;Aves;Charadriiformes;None;None;Nan
560;Coris auricularis;accepted;Jurien_Bay_456;King wrasse;Coris auricularis;273548.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Coris;Coris auricularis
561;Gastropoda;accepted;Jurien_Bay_456;Large Carn. Gastropods;Gastropoda;101.0;Class;Animalia;Mollusca;Gastropoda;None;None;None;Nan
562;Brachyura;accepted;Jurien_Bay_456;Large Crabs;Brachyura;106673.0;Infraorder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
563;Gastropoda;accepted;Jurien_Bay_456;Large Herb. Gastropods;Gastropoda;101.0;Class;Animalia;Mollusca;Gastropoda;None;None;None;Nan
564;Phytoplankton;Not Found;Jurien_Bay_456;Large Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
565;Zooplankton;Not Found;Jurien_Bay_456;Large Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
566;Carcharhinidae;accepted;Jurien_Bay_456;Large coastal sharks;Carcharhinidae;105689.0;Family;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Carcharhinidae;None;Nan
567;NO_DATA;Not Found;Jurien_Bay_456;Large mobile carn. invert.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
568;NO_DATA;Not Found;Jurien_Bay_456;Large mobile herb. invert.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
569;Panulirus cygnus;accepted;Jurien_Bay_456;Lobster - Adolescent;Panulirus cygnus;382893.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus
570;Panulirus cygnus;accepted;Jurien_Bay_456;Lobster Adult;Panulirus cygnus;382893.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus
571;Panulirus cygnus;accepted;Jurien_Bay_456;Lobster- Juvenile;Panulirus cygnus;382893.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus
572;Panulirus cygnus;accepted;Jurien_Bay_456;Lobster-post puerulus;Panulirus cygnus;382893.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus
573;NO_DATA;Not Found;Jurien_Bay_456;Low algae;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
574;NO_DATA;Not Found;Jurien_Bay_456;Microbial heterotrophs;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
575;Microphytobenthos;Not Found;Jurien_Bay_456;Microphytobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
576;NO_DATA;Not Found;Jurien_Bay_456;NDR benthopelagic carnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
577;Copepoda;accepted;Jurien_Bay_456;NDR pelagic zooplankton Feed.;Copepoda;1080.0;Class;Animalia;Arthropoda;Copepoda;None;None;None;Nan
578;NO_DATA;Not Found;Jurien_Bay_456;NDR reef aa. zooplankton feed;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
579;Epinephelus coioides;accepted;Jurien_Bay_456;NDR reef ass. carnivore;Epinephelus coioides;218200.0;Species;Animalia;Chordata;Teleostei;Perciformes;Epinephelidae;Epinephelus;Epinephelus coioides
580;Siganus fuscescens;accepted;Jurien_Bay_456;NDR reef ass. herbivore;Siganus fuscescens;273912.0;Species;Animalia;Chordata;Teleostei;Acanthuriformes;Siganidae;Siganus;Siganus fuscescens
581;Pagrus auratus;accepted;Jurien_Bay_456;NDR reef ass. omnivore;Pagrus auratus;398546.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Pagrus;Pagrus auratus
582;NO_DATA;Not Found;Jurien_Bay_456;NDR reef ass. zoobenthos feed.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
583;NO_DATA;Not Found;Jurien_Bay_456;NDR sand ass. carnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
584;NO_DATA;Not Found;Jurien_Bay_456;NDR sand ass. omnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
585;NO_DATA;Not Found;Jurien_Bay_456;NDR sand ass. zoobenthos feed.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
586;NO_DATA;Not Found;Jurien_Bay_456;NDR seagrass ass. carnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
587;NO_DATA;Not Found;Jurien_Bay_456;NDR seagrass ass. omnivore;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
588;Octopoda;accepted;Jurien_Bay_456;Octopus;Octopoda;11718.0;Order;Animalia;Mollusca;Cephalopoda;Octopoda;None;None;Nan
589;NO_DATA;Not Found;Jurien_Bay_456;Perenial seagrasses;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
590;Scleractinia, Porifera;Not Found;Jurien_Bay_456;Photo. corals/sponges;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
591;Pagrus auratus;accepted;Jurien_Bay_456;Pink snapper;Pagrus auratus;398546.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Pagrus;Pagrus auratus
592;Batoidea;accepted;Jurien_Bay_456;Rays;Batoidea;368409.0;Infraclass;Animalia;Chordata;Elasmobranchii;None;None;None;Nan
593;Haliotis roei;accepted;Jurien_Bay_456;Roe abalone;Haliotis roei;445351.0;Species;Animalia;Mollusca;Gastropoda;Lepetellida;Haliotidae;Haliotis;Haliotis roei
594;Sargassum;accepted;Jurien_Bay_456;Sargassum;Sargassum;144132.0;Genus;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Nan
595;Otariidae;accepted;Jurien_Bay_456;Sea lions;Otariidae;231386.0;Family;Animalia;Chordata;Mammalia;Carnivora;Otariidae;None;Nan
596;Cheloniidae;accepted;Jurien_Bay_456;Sea turtles;Cheloniidae;136999.0;Family;Animalia;Chordata;None;Testudines;Cheloniidae;None;Nan
597;NO_DATA;Not Found;Jurien_Bay_456;Seagrass epiphytes;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
598;Bivalvia;accepted;Jurien_Bay_456;Sessile bivalves;Bivalvia;105.0;Class;Animalia;Mollusca;Bivalvia;None;None;None;Nan
599;NO_DATA;Not Found;Jurien_Bay_456;Sessile epibenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
600;Gastropoda;accepted;Jurien_Bay_456;Small Gastropods;Gastropoda;101.0;Class;Animalia;Mollusca;Gastropoda;None;None;None;Nan
601;Phytoplankton;Not Found;Jurien_Bay_456;Small Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
602;Zooplankton;Not Found;Jurien_Bay_456;Small Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
603;Carcharhinidae;accepted;Jurien_Bay_456;Small coastal sharks;Carcharhinidae;105689.0;Family;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;Carcharhinidae;None;Nan
604;NO_DATA;Not Found;Jurien_Bay_456;Small mobil epifauna;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
605;NO_DATA;Not Found;Jurien_Bay_456;Small mobile herbivores;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
606;Teuthida;nomen dubium;Jurien_Bay_456;Squid;Teuthida;11716.0;Order;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan
607;Pelecaniformes;accepted;Jurien_Bay_456;Surface diving birds;Pelecaniformes;2684.0;Order;Animalia;Chordata;Aves;Pelecaniformes;None;None;Nan
608;NO_DATA;Not Found;Jurien_Bay_456;Turfs;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
609;NO_DATA;Not Found;Jurien_Bay_456;Water colum detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
610;Bodianus frenchii;accepted;Jurien_Bay_456;Western foxfish;Bodianus frenchii;273531.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Bodianus;Bodianus frenchii
611;Detritus;Not Found;Mauritania_650;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
612;Chondrichthyes;accepted;Mauritania_650;Selaciens L inv;Chondrichthyes;1517375.0;Parvphylum;Animalia;Chordata;None;None;None;None;Nan
613;Chondrichthyes;accepted;Mauritania_650;Selaciens L pred;Chondrichthyes;1517375.0;Parvphylum;Animalia;Chordata;None;None;None;None;Nan
614;NO_DATA;Not Found;Mauritania_650;bathydem S inv;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
615;NO_DATA;Not Found;Mauritania_650;bathydem S pred;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
616;Cephalopoda;accepted;Mauritania_650;cephalopodes comm;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
617;Cephalopoda;accepted;Mauritania_650;cephalopodes non-comm;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
618;Trachurus trachurus;accepted;Mauritania_650;chinchards;Trachurus trachurus;126822.0;Species;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;Trachurus trachurus
619;Clupeidae;accepted;Mauritania_650;clupeides;Clupeidae;125464.0;Family;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;None;Nan
620;Crustacea;accepted;Mauritania_650;crustaces comm;Crustacea;1066.0;Subphylum;Animalia;Arthropoda;None;None;None;None;Nan
621;Crustacea;accepted;Mauritania_650;crustaces non-comm;Crustacea;1066.0;Subphylum;Animalia;Arthropoda;None;None;None;None;Nan
622;Delphinidae;accepted;Mauritania_650;dauphins;Delphinidae;136980.0;Family;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;None;Nan
623;Benthic Invertebrates (large);Not Found;Mauritania_650;dem L inv;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
624;NO_DATA;Not Found;Mauritania_650;dem L pred;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
625;Benthic Invertebrates (medium);Not Found;Mauritania_650;dem M inv;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
626;Benthic Predators (medium);Not Found;Mauritania_650;dem M pred;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
627;Benthic Invertebrates (small);Not Found;Mauritania_650;dem S inv;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
628;Benthic Predators (small);Not Found;Mauritania_650;dem S pred;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
629;NO_DATA;Not Found;Mauritania_650;macrobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
630;Macrozooplankton;Not Found;Mauritania_650;macrozooplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
631;Scomber scombrus;accepted;Mauritania_650;maquereau;Scomber scombrus;127023.0;Species;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus
632;Merluccius merluccius;accepted;Mauritania_650;merlu;Merluccius merluccius;126484.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius
633;Mesozooplankton;Not Found;Mauritania_650;meso zooplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
634;Sergestes;accepted;Mauritania_650;mesopel inv;Sergestes;106829.0;Genus;Animalia;Arthropoda;Malacostraca;Decapoda;Sergestidae;Sergestes;Nan
635;Stomias;accepted;Mauritania_650;mesopel pred;Stomias;126220.0;Genus;Animalia;Chordata;Teleostei;Stomiiformes;Stomiidae;Stomias;Nan
636;Zooplankton;Not Found;Mauritania_650;micro zooplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
637;Mugilidae;accepted;Mauritania_650;mugilides;Mugilidae;125546.0;Family;Animalia;Chordata;Teleostei;Mugiliformes;Mugilidae;None;Nan
638;Aves;accepted;Mauritania_650;oiseaux;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
639;Orcinus orca;accepted;Mauritania_650;orque;Orcinus orca;137102.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Orcinus;Orcinus orca
640;NO_DATA;Not Found;Mauritania_650;pel L inv;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
641;NO_DATA;Not Found;Mauritania_650;pel L pred;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
642;NO_DATA;Not Found;Mauritania_650;pel M planc;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
643;Phytoplankton;Not Found;Mauritania_650;producteurs primaires;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
644;Raja;accepted;Mauritania_650;raie M;Raja;105766.0;Genus;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;Nan
645;Trichiuridae;accepted;Mauritania_650;sabres;Trichiuridae;125571.0;Family;Animalia;Chordata;Teleostei;Scombriformes;Trichiuridae;None;Nan
646;Sparidae;accepted;Mauritania_650;sparides comm;Sparidae;125564.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;None;Nan
647;Euthynnus;accepted;Mauritania_650;thon cotier;Euthynnus;126058.0;Genus;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Euthynnus;Nan
648;Thunnus;accepted;Mauritania_650;thon hauturier;Thunnus;126065.0;Genus;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Thunnus;Nan
649;Benthic algae;Not Found;Mississippi_River_Delta_779;Benthic algae;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
650;Detritus;Not Found;Mississippi_River_Delta_779;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
651;NO_DATA;Not Found;Mississippi_River_Delta_779;Kemp Ridley sea turtle;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
652;Phytoplankton;Not Found;Mississippi_River_Delta_779;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
653;Submerged aquatic vegetation;Not Found;Mississippi_River_Delta_779;SAV;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
654;NO_DATA;Not Found;Mississippi_River_Delta_779;Zoobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
655;Zooplankton;Not Found;Mississippi_River_Delta_779;Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
656;Micropogonias undulatus;accepted;Mississippi_River_Delta_779;adult Atlantic croaker;Micropogonias undulatus;151158.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Micropogonias;Micropogonias undulatus
657;Anchoa mitchilli;accepted;Mississippi_River_Delta_779;adult bay anchovy;Anchoa mitchilli;158699.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Anchoa;Anchoa mitchilli
658;Pogonias cromis;accepted;Mississippi_River_Delta_779;adult black drum;Pogonias cromis;159333.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Pogonias;Pogonias cromis
659;Ictalurus furcatus;accepted;Mississippi_River_Delta_779;adult blue catfish;Ictalurus furcatus;275329.0;Species;Animalia;Chordata;Teleostei;Siluriformes;Ictaluridae;Ictalurus;Ictalurus furcatus
660;Callinectes sapidus;accepted;Mississippi_River_Delta_779;adult blue crab;Callinectes sapidus;107379.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Callinectes sapidus
